id,eventdate,clicks,cpc,spend
778,10/13/19,81,0.53,42.59
779,10/14/19,80,0.57,45.83
780,10/15/19,78,0.72,56.19
781,10/16/19,89,0.5,44.51
782,10/17/19,84,0.54,45.31
783,10/18/19,66,0.7,46.1
784,10/19/19,81,0.48,38.51
785,10/13/19,155,1.56,242.42
786,10/14/19,163,1.62,263.41
787,10/15/19,114,1.53,174.83
788,10/16/19,75,1.14,85.3
789,10/17/19,52,1.28,66.77
790,10/18/19,6,0.84,5.05
791,10/19/19,27,1.1,29.66
792,10/20/19,30,1.15,34.64
793,10/21/19,34,0.99,33.7
794,10/22/19,28,1.23,34.39
795,10/23/19,52,1.08,56.13
796,10/24/19,23,1.25,28.76
797,10/25/19,66,1.08,71.34
798,10/26/19,63,1.14,71.53
799,10/27/19,86,1.26,108.42
800,10/28/19,68,1.2,81.93
801,10/29/19,69,1.17,81
802,10/30/19,109,1.26,137.06
803,10/31/19,84,1.3,109.3
804,11/1/19,132,1.25,164.65
805,11/2/19,165,1.24,204.87
806,11/3/19,237,1.26,299.4
807,11/4/19,112,1.32,148.22
808,11/5/19,115,1.4,161.12
809,11/6/19,89,1.37,121.7
810,11/7/19,116,1.33,153.77
811,11/8/19,97,1.24,119.86
812,11/9/19,106,1.4,148.24
813,11/10/19,119,1.17,138.66
814,11/11/19,134,1.16,154.86
815,11/12/19,142,1.26,178.55
816,11/13/19,132,1.22,161.66
817,11/14/19,132,1.26,166.66
818,11/15/19,127,1.32,167.3
819,11/16/19,134,1.22,163.29
820,10/20/19,84,0.53,44.91
821,10/21/19,84,0.62,52.01
822,10/22/19,78,0.54,42.31
823,10/23/19,77,0.68,52.71
824,10/24/19,62,0.7,43.51
825,10/25/19,52,0.57,29.73
826,10/26/19,54,0.56,30.1
827,10/13/19,81,0.53,42.59
828,10/14/19,80,0.57,45.83
829,10/15/19,78,0.72,56.19
830,10/16/19,89,0.5,44.51
831,10/17/19,84,0.54,45.31
832,10/18/19,66,0.7,46.1
833,10/19/19,81,0.48,38.51
834,10/13/19,155,1.56,242.42
835,10/14/19,163,1.62,263.41
836,10/15/19,114,1.53,174.83
837,10/16/19,75,1.14,85.3
838,10/17/19,52,1.28,66.77
839,10/18/19,6,0.84,5.05
840,10/19/19,27,1.1,29.66
841,10/20/19,30,1.15,34.64
842,10/21/19,34,0.99,33.7
843,10/22/19,28,1.23,34.39
844,10/23/19,52,1.08,56.13
845,10/24/19,23,1.25,28.76
846,10/25/19,66,1.08,71.34
847,10/26/19,63,1.14,71.53
848,10/27/19,86,1.26,108.42
849,10/28/19,68,1.2,81.93
850,10/29/19,69,1.17,81
851,10/30/19,109,1.26,137.06
852,10/31/19,84,1.3,109.3
853,11/1/19,132,1.25,164.65
854,11/2/19,165,1.24,204.87
855,11/3/19,237,1.26,299.4
856,11/4/19,112,1.32,148.22
857,11/5/19,115,1.4,161.12
858,11/6/19,89,1.37,121.7
859,11/7/19,116,1.33,153.77
860,11/8/19,97,1.24,119.86
861,11/9/19,106,1.4,148.24
862,11/10/19,119,1.17,138.66
863,11/11/19,134,1.16,154.86
864,11/12/19,142,1.26,178.55
865,11/13/19,132,1.22,161.66
866,11/14/19,132,1.26,166.66
867,11/15/19,127,1.32,167.3
868,11/16/19,134,1.22,163.29
869,10/20/19,84,0.53,44.91
870,10/21/19,84,0.62,52.01
871,10/22/19,78,0.54,42.31
872,10/23/19,77,0.68,52.71
873,10/24/19,62,0.7,43.51
874,10/25/19,52,0.57,29.73
875,10/26/19,54,0.56,30.1
876,10/13/19,81,0.53,42.59
877,10/14/19,80,0.57,45.83
878,10/15/19,78,0.72,56.19
879,10/16/19,89,0.5,44.51
880,10/17/19,84,0.54,45.31
881,10/18/19,66,0.7,46.1
882,10/19/19,81,0.48,38.51
883,10/13/19,155,1.56,242.42
884,10/14/19,163,1.62,263.41
885,10/15/19,114,1.53,174.83
886,10/16/19,75,1.14,85.3
887,10/17/19,52,1.28,66.77
888,10/18/19,6,0.84,5.05
889,10/19/19,27,1.1,29.66
890,10/20/19,30,1.15,34.64
891,10/21/19,34,0.99,33.7
892,10/22/19,28,1.23,34.39
893,10/23/19,52,1.08,56.13
894,10/24/19,23,1.25,28.76
895,10/25/19,66,1.08,71.34
896,10/26/19,63,1.14,71.53
897,10/27/19,86,1.26,108.42
898,10/28/19,68,1.2,81.93
899,10/29/19,69,1.17,81
900,10/30/19,109,1.26,137.06
901,10/31/19,84,1.3,109.3
902,11/1/19,132,1.25,164.65
903,11/2/19,165,1.24,204.87
904,11/3/19,237,1.26,299.4
905,11/4/19,112,1.32,148.22
906,11/5/19,115,1.4,161.12
907,11/6/19,89,1.37,121.7
908,11/7/19,116,1.33,153.77
909,11/8/19,97,1.24,119.86
910,11/9/19,106,1.4,148.24
911,11/10/19,119,1.17,138.66
912,11/11/19,134,1.16,154.86
913,11/12/19,142,1.26,178.55
914,11/13/19,132,1.22,161.66
915,11/14/19,132,1.26,166.66
916,11/15/19,127,1.32,167.3
917,11/16/19,134,1.22,163.29
918,10/20/19,84,0.53,44.91
919,10/21/19,84,0.62,52.01
920,10/22/19,78,0.54,42.31
921,10/23/19,77,0.68,52.71
922,10/24/19,62,0.7,43.51
923,10/25/19,52,0.57,29.73
924,10/26/19,54,0.56,30.1
925,10/13/19,81,0.53,42.59
926,10/14/19,80,0.57,45.83
927,10/15/19,78,0.72,56.19
928,10/16/19,89,0.5,44.51
929,10/17/19,84,0.54,45.31
930,10/18/19,66,0.7,46.1
931,10/19/19,81,0.48,38.51
932,10/13/19,155,1.56,242.42
933,10/14/19,163,1.62,263.41
934,10/15/19,114,1.53,174.83
935,10/16/19,75,1.14,85.3
936,10/17/19,52,1.28,66.77
937,10/18/19,6,0.84,5.05
938,10/19/19,27,1.1,29.66
939,10/20/19,30,1.15,34.64
940,10/21/19,34,0.99,33.7
941,10/22/19,28,1.23,34.39
942,10/23/19,52,1.08,56.13
943,10/24/19,23,1.25,28.76
944,10/25/19,66,1.08,71.34
945,10/26/19,63,1.14,71.53
946,10/27/19,86,1.26,108.42
947,10/28/19,68,1.2,81.93
948,10/29/19,69,1.17,81
949,10/30/19,109,1.26,137.06
950,10/31/19,84,1.3,109.3
951,11/1/19,132,1.25,164.65
952,11/2/19,165,1.24,204.87
953,11/3/19,237,1.26,299.4
954,11/4/19,112,1.32,148.22
955,11/5/19,115,1.4,161.12
956,11/6/19,89,1.37,121.7
957,11/7/19,116,1.33,153.77
958,11/8/19,97,1.24,119.86
959,11/9/19,106,1.4,148.24
960,11/10/19,119,1.17,138.66
961,11/11/19,134,1.16,154.86
962,11/12/19,142,1.26,178.55
963,11/13/19,132,1.22,161.66
964,11/14/19,132,1.26,166.66
965,11/15/19,127,1.32,167.3
966,11/16/19,134,1.22,163.29
967,10/20/19,84,0.53,44.91
968,10/21/19,84,0.62,52.01
969,10/22/19,78,0.54,42.31
970,10/23/19,77,0.68,52.71
971,10/24/19,62,0.7,43.51
972,10/25/19,52,0.57,29.73
973,10/26/19,54,0.56,30.1
974,10/13/19,81,0.53,42.59
975,10/14/19,80,0.57,45.83
976,10/15/19,78,0.72,56.19
977,10/16/19,89,0.5,44.51
978,10/17/19,84,0.54,45.31
979,10/18/19,66,0.7,46.1
980,10/19/19,81,0.48,38.51
981,10/13/19,155,1.56,242.42
982,10/14/19,163,1.62,263.41
983,10/15/19,114,1.53,174.83
984,10/16/19,75,1.14,85.3
985,10/17/19,52,1.28,66.77
986,10/18/19,6,0.84,5.05
987,10/19/19,27,1.1,29.66
988,10/20/19,30,1.15,34.64
989,10/21/19,34,0.99,33.7
990,10/22/19,28,1.23,34.39
991,10/23/19,52,1.08,56.13
992,10/24/19,23,1.25,28.76
993,10/25/19,66,1.08,71.34
994,10/26/19,63,1.14,71.53
995,10/27/19,86,1.26,108.42
996,10/28/19,68,1.2,81.93
997,10/29/19,69,1.17,81
998,10/30/19,109,1.26,137.06
999,10/31/19,84,1.3,109.3
1000,11/1/19,132,1.25,164.65
1001,11/2/19,165,1.24,204.87
1002,11/3/19,237,1.26,299.4
1003,11/4/19,112,1.32,148.22
1004,11/5/19,115,1.4,161.12
1005,11/6/19,89,1.37,121.7
1006,11/7/19,116,1.33,153.77
1007,11/8/19,97,1.24,119.86
1008,11/9/19,106,1.4,148.24
1009,11/10/19,119,1.17,138.66
1010,11/11/19,134,1.16,154.86
1011,11/12/19,142,1.26,178.55
1012,11/13/19,132,1.22,161.66
1013,11/14/19,132,1.26,166.66
1014,11/15/19,127,1.32,167.3
1015,11/16/19,134,1.22,163.29
1016,10/20/19,84,0.53,44.91
1017,10/21/19,84,0.62,52.01
1018,10/22/19,78,0.54,42.31
1019,10/23/19,77,0.68,52.71
1020,10/24/19,62,0.7,43.51
1021,10/25/19,52,0.57,29.73
1022,10/26/19,54,0.56,30.1
1023,10/13/19,81,0.53,42.59
1024,10/14/19,80,0.57,45.83
1025,10/15/19,78,0.72,56.19
1026,10/16/19,89,0.5,44.51
1027,10/17/19,84,0.54,45.31
1028,10/18/19,66,0.7,46.1
1029,10/19/19,81,0.48,38.51
1030,10/13/19,155,1.56,242.42
1031,10/14/19,163,1.62,263.41
1032,10/15/19,114,1.53,174.83
1033,10/16/19,75,1.14,85.3
1034,10/17/19,52,1.28,66.77
1035,10/18/19,6,0.84,5.05
1036,10/19/19,27,1.1,29.66
1037,10/20/19,30,1.15,34.64
1038,10/21/19,34,0.99,33.7
1039,10/22/19,28,1.23,34.39
1040,10/23/19,52,1.08,56.13
1041,10/24/19,23,1.25,28.76
1042,10/25/19,66,1.08,71.34
1043,10/26/19,63,1.14,71.53
1044,10/27/19,86,1.26,108.42
1045,10/28/19,68,1.2,81.93
1046,10/29/19,69,1.17,81
1047,10/30/19,109,1.26,137.06
1048,10/31/19,84,1.3,109.3
1049,11/1/19,132,1.25,164.65
1050,11/2/19,165,1.24,204.87
1051,11/3/19,237,1.26,299.4
1052,11/4/19,112,1.32,148.22
1053,11/5/19,115,1.4,161.12
1054,11/6/19,89,1.37,121.7
1055,11/7/19,116,1.33,153.77
1056,11/8/19,97,1.24,119.86
1057,11/9/19,106,1.4,148.24
1058,11/10/19,119,1.17,138.66
1059,11/11/19,134,1.16,154.86
1060,11/12/19,142,1.26,178.55
1061,11/13/19,132,1.22,161.66
1062,11/14/19,132,1.26,166.66
1063,11/15/19,127,1.32,167.3
1064,11/16/19,134,1.22,163.29
1065,10/20/19,84,0.53,44.91
1066,10/21/19,84,0.62,52.01
1067,10/22/19,78,0.54,42.31
1068,10/23/19,77,0.68,52.71
1069,10/24/19,62,0.7,43.51
1070,10/25/19,52,0.57,29.73
1071,10/26/19,54,0.56,30.1
1072,10/13/19,81,0.53,42.59
1073,10/14/19,80,0.57,45.83
1074,10/15/19,78,0.72,56.19
1075,10/16/19,89,0.5,44.51
1076,10/17/19,84,0.54,45.31
1077,10/18/19,66,0.7,46.1
1078,10/19/19,81,0.48,38.51
1079,10/13/19,155,1.56,242.42
1080,10/14/19,163,1.62,263.41
1081,10/15/19,114,1.53,174.83
1082,10/16/19,75,1.14,85.3
1083,10/17/19,52,1.28,66.77
1084,10/18/19,6,0.84,5.05
1085,10/19/19,27,1.1,29.66
1086,10/20/19,30,1.15,34.64
1087,10/21/19,34,0.99,33.7
1088,10/22/19,28,1.23,34.39
1089,10/23/19,52,1.08,56.13
1090,10/24/19,23,1.25,28.76
1091,10/25/19,66,1.08,71.34
1092,10/26/19,63,1.14,71.53
1093,10/27/19,86,1.26,108.42
1094,10/28/19,68,1.2,81.93
1095,10/29/19,69,1.17,81
1096,10/30/19,109,1.26,137.06
1097,10/31/19,84,1.3,109.3
1098,11/1/19,132,1.25,164.65
1099,11/2/19,165,1.24,204.87
1100,11/3/19,237,1.26,299.4
1101,11/4/19,112,1.32,148.22
1102,11/5/19,115,1.4,161.12
1103,11/6/19,89,1.37,121.7
1104,11/7/19,116,1.33,153.77
1105,11/8/19,97,1.24,119.86
1106,11/9/19,106,1.4,148.24
1107,11/10/19,119,1.17,138.66
1108,11/11/19,134,1.16,154.86
1109,11/12/19,142,1.26,178.55
1110,11/13/19,132,1.22,161.66
1111,11/14/19,132,1.26,166.66
1112,11/15/19,127,1.32,167.3
1113,11/16/19,134,1.22,163.29
1114,10/20/19,84,0.53,44.91
1115,10/21/19,84,0.62,52.01
1116,10/22/19,78,0.54,42.31
1117,10/23/19,77,0.68,52.71
1118,10/24/19,62,0.7,43.51
1119,10/25/19,52,0.57,29.73
1120,10/26/19,54,0.56,30.1
1121,10/13/19,81,0.53,42.59
1122,10/14/19,80,0.57,45.83
1123,10/15/19,78,0.72,56.19
1124,10/16/19,89,0.5,44.51
1125,10/17/19,84,0.54,45.31
1126,10/18/19,66,0.7,46.1
1127,10/19/19,81,0.48,38.51
1128,10/13/19,155,1.56,242.42
1129,10/14/19,163,1.62,263.41
1130,10/15/19,114,1.53,174.83
1131,10/16/19,75,1.14,85.3
1132,10/17/19,52,1.28,66.77
1133,10/18/19,6,0.84,5.05
1134,10/19/19,27,1.1,29.66
1135,10/20/19,30,1.15,34.64
1136,10/21/19,34,0.99,33.7
1137,10/22/19,28,1.23,34.39
1138,10/23/19,52,1.08,56.13
1139,10/24/19,23,1.25,28.76
1140,10/25/19,66,1.08,71.34
1141,10/26/19,63,1.14,71.53
1142,10/27/19,86,1.26,108.42
1143,10/28/19,68,1.2,81.93
1144,10/29/19,69,1.17,81
1145,10/30/19,109,1.26,137.06
1146,10/31/19,84,1.3,109.3
1147,11/1/19,132,1.25,164.65
1148,11/2/19,165,1.24,204.87
1149,11/3/19,237,1.26,299.4
1150,11/4/19,112,1.32,148.22
1151,11/5/19,115,1.4,161.12
1152,11/6/19,89,1.37,121.7
1153,11/7/19,116,1.33,153.77
1154,11/8/19,97,1.24,119.86
1155,11/9/19,106,1.4,148.24
1156,11/10/19,119,1.17,138.66
1157,11/11/19,134,1.16,154.86
1158,11/12/19,142,1.26,178.55
1159,11/13/19,132,1.22,161.66
1160,11/14/19,132,1.26,166.66
1161,11/15/19,127,1.32,167.3
1162,11/16/19,134,1.22,163.29
1163,10/20/19,84,0.53,44.91
1164,10/21/19,84,0.62,52.01
1165,10/22/19,78,0.54,42.31
1166,10/23/19,77,0.68,52.71
1167,10/24/19,62,0.7,43.51
1168,10/25/19,52,0.57,29.73
1169,10/26/19,54,0.56,30.1
1170,10/13/19,81,0.53,42.59
1171,10/14/19,80,0.57,45.83
1172,10/15/19,78,0.72,56.19
1173,10/16/19,89,0.5,44.51
1174,10/17/19,84,0.54,45.31
1175,10/18/19,66,0.7,46.1
1176,10/19/19,81,0.48,38.51
1177,10/13/19,155,1.56,242.42
1178,10/14/19,163,1.62,263.41
1179,10/15/19,114,1.53,174.83
1180,10/16/19,75,1.14,85.3
1181,10/17/19,52,1.28,66.77
1182,10/18/19,6,0.84,5.05
1183,10/19/19,27,1.1,29.66
1184,10/20/19,30,1.15,34.64
1185,10/21/19,34,0.99,33.7
1186,10/22/19,28,1.23,34.39
1187,10/23/19,52,1.08,56.13
1188,10/24/19,23,1.25,28.76
1189,10/25/19,66,1.08,71.34
1190,10/26/19,63,1.14,71.53
1191,10/27/19,86,1.26,108.42
1192,10/28/19,68,1.2,81.93
1193,10/29/19,69,1.17,81
1194,10/30/19,109,1.26,137.06
1195,10/31/19,84,1.3,109.3
1196,11/1/19,132,1.25,164.65
1197,11/2/19,165,1.24,204.87
1198,11/3/19,237,1.26,299.4
1199,11/4/19,112,1.32,148.22
1200,11/5/19,115,1.4,161.12
1201,11/6/19,89,1.37,121.7
1202,11/7/19,116,1.33,153.77
1203,11/8/19,97,1.24,119.86
1204,11/9/19,106,1.4,148.24
1205,11/10/19,119,1.17,138.66
1206,11/11/19,134,1.16,154.86
1207,11/12/19,142,1.26,178.55
1208,11/13/19,132,1.22,161.66
1209,11/14/19,132,1.26,166.66
1210,11/15/19,127,1.32,167.3
1211,11/16/19,134,1.22,163.29
1212,10/20/19,84,0.53,44.91
1213,10/21/19,84,0.62,52.01
1214,10/22/19,78,0.54,42.31
1215,10/23/19,77,0.68,52.71
1216,10/24/19,62,0.7,43.51
1217,10/25/19,52,0.57,29.73
1218,10/26/19,54,0.56,30.1
1219,10/13/19,81,0.53,42.59
1220,10/14/19,80,0.57,45.83
1221,10/15/19,78,0.72,56.19
1222,10/16/19,89,0.5,44.51
1223,10/17/19,84,0.54,45.31
1224,10/18/19,66,0.7,46.1
1225,10/19/19,81,0.48,38.51
1226,10/13/19,155,1.56,242.42
1227,10/14/19,163,1.62,263.41
1228,10/15/19,114,1.53,174.83
1229,10/16/19,75,1.14,85.3
1230,10/17/19,52,1.28,66.77
1231,10/18/19,6,0.84,5.05
1232,10/19/19,27,1.1,29.66
1233,10/20/19,30,1.15,34.64
1234,10/21/19,34,0.99,33.7
1235,10/22/19,28,1.23,34.39
1236,10/23/19,52,1.08,56.13
1237,10/24/19,23,1.25,28.76
1238,10/25/19,66,1.08,71.34
1239,10/26/19,63,1.14,71.53
1240,10/27/19,86,1.26,108.42
1241,10/28/19,68,1.2,81.93
1242,10/29/19,69,1.17,81
1243,10/30/19,109,1.26,137.06
1244,10/31/19,84,1.3,109.3
1245,11/1/19,132,1.25,164.65
1246,11/2/19,165,1.24,204.87
1247,11/3/19,237,1.26,299.4
1248,11/4/19,112,1.32,148.22
1249,11/5/19,115,1.4,161.12
1250,11/6/19,89,1.37,121.7
1251,11/7/19,116,1.33,153.77
1252,11/8/19,97,1.24,119.86
1253,11/9/19,106,1.4,148.24
1254,11/10/19,119,1.17,138.66
1255,11/11/19,134,1.16,154.86
1256,11/12/19,142,1.26,178.55
1257,11/13/19,132,1.22,161.66
1258,11/14/19,132,1.26,166.66
1259,11/15/19,127,1.32,167.3
1260,11/16/19,134,1.22,163.29
1261,10/20/19,84,0.53,44.91
1262,10/21/19,84,0.62,52.01
1263,10/22/19,78,0.54,42.31
1264,10/23/19,77,0.68,52.71
1265,10/24/19,62,0.7,43.51
1266,10/25/19,52,0.57,29.73
1267,10/26/19,54,0.56,30.1
1268,10/13/19,81,0.53,42.59
1269,10/14/19,80,0.57,45.83
1270,10/15/19,78,0.72,56.19
1271,10/16/19,89,0.5,44.51
1272,10/17/19,84,0.54,45.31
1273,10/18/19,66,0.7,46.1
1274,10/19/19,81,0.48,38.51
1275,10/13/19,155,1.56,242.42
1276,10/14/19,163,1.62,263.41
1277,10/15/19,114,1.53,174.83
1278,10/16/19,75,1.14,85.3
1279,10/17/19,52,1.28,66.77
1280,10/18/19,6,0.84,5.05
1281,10/19/19,27,1.1,29.66
1282,10/20/19,30,1.15,34.64
1283,10/21/19,34,0.99,33.7
1284,10/22/19,28,1.23,34.39
1285,10/23/19,52,1.08,56.13
1286,10/24/19,23,1.25,28.76
1287,10/25/19,66,1.08,71.34
1288,10/26/19,63,1.14,71.53
1289,10/27/19,86,1.26,108.42
1290,10/28/19,68,1.2,81.93
1291,10/29/19,69,1.17,81
1292,10/30/19,109,1.26,137.06
1293,10/31/19,84,1.3,109.3
1294,11/1/19,132,1.25,164.65
1295,11/2/19,165,1.24,204.87
1296,11/3/19,237,1.26,299.4
1297,11/4/19,112,1.32,148.22
1298,11/5/19,115,1.4,161.12
1299,11/6/19,89,1.37,121.7
1300,11/7/19,116,1.33,153.77
1301,11/8/19,97,1.24,119.86
1302,11/9/19,106,1.4,148.24
1303,11/10/19,119,1.17,138.66
1304,11/11/19,134,1.16,154.86
1305,11/12/19,142,1.26,178.55
1306,11/13/19,132,1.22,161.66
1307,11/14/19,132,1.26,166.66
1308,11/15/19,127,1.32,167.3
1309,11/16/19,134,1.22,163.29
1310,10/20/19,84,0.53,44.91
1311,10/21/19,84,0.62,52.01
1312,10/22/19,78,0.54,42.31
1313,10/23/19,77,0.68,52.71
1314,10/24/19,62,0.7,43.51
1315,10/25/19,52,0.57,29.73
1316,10/26/19,54,0.56,30.1
1317,10/13/19,81,0.53,42.59
1318,10/14/19,80,0.57,45.83
1319,10/15/19,78,0.72,56.19
1320,10/16/19,89,0.5,44.51
1321,10/17/19,84,0.54,45.31
1322,10/18/19,66,0.7,46.1
1323,10/19/19,81,0.48,38.51
1324,10/13/19,155,1.56,242.42
1325,10/14/19,163,1.62,263.41
1326,10/15/19,114,1.53,174.83
1327,10/16/19,75,1.14,85.3
1328,10/17/19,52,1.28,66.77
1329,10/18/19,6,0.84,5.05
1330,10/19/19,27,1.1,29.66
1331,10/20/19,30,1.15,34.64
1332,10/21/19,34,0.99,33.7
1333,10/22/19,28,1.23,34.39
1334,10/23/19,52,1.08,56.13
1335,10/24/19,23,1.25,28.76
1336,10/25/19,66,1.08,71.34
1337,10/26/19,63,1.14,71.53
1338,10/27/19,86,1.26,108.42
1339,10/28/19,68,1.2,81.93
1340,10/29/19,69,1.17,81
1341,10/30/19,109,1.26,137.06
1342,10/31/19,84,1.3,109.3
1343,11/1/19,132,1.25,164.65
1344,11/2/19,165,1.24,204.87
1345,11/3/19,237,1.26,299.4
1346,11/4/19,112,1.32,148.22
1347,11/5/19,115,1.4,161.12
1348,11/6/19,89,1.37,121.7
1349,11/7/19,116,1.33,153.77
1350,11/8/19,97,1.24,119.86
1351,11/9/19,106,1.4,148.24
1352,11/10/19,119,1.17,138.66
1353,11/11/19,134,1.16,154.86
1354,11/12/19,142,1.26,178.55
1355,11/13/19,132,1.22,161.66
1356,11/14/19,132,1.26,166.66
1357,11/15/19,127,1.32,167.3
1358,11/16/19,134,1.22,163.29
1359,10/20/19,84,0.53,44.91
1360,10/21/19,84,0.62,52.01
1361,10/22/19,78,0.54,42.31
1362,10/23/19,77,0.68,52.71
1363,10/24/19,62,0.7,43.51
1364,10/25/19,52,0.57,29.73
1365,10/26/19,54,0.56,30.1
1366,10/13/19,81,0.53,42.59
1367,10/14/19,80,0.57,45.83
1368,10/15/19,78,0.72,56.19
1369,10/16/19,89,0.5,44.51
1370,10/17/19,84,0.54,45.31
1371,10/18/19,66,0.7,46.1
1372,10/19/19,81,0.48,38.51
1373,10/13/19,155,1.56,242.42
1374,10/14/19,163,1.62,263.41
1375,10/15/19,114,1.53,174.83
1376,10/16/19,75,1.14,85.3
1377,10/17/19,52,1.28,66.77
1378,10/18/19,6,0.84,5.05
1379,10/19/19,27,1.1,29.66
1380,10/20/19,30,1.15,34.64
1381,10/21/19,34,0.99,33.7
1382,10/22/19,28,1.23,34.39
1383,10/23/19,52,1.08,56.13
1384,10/24/19,23,1.25,28.76
1385,10/25/19,66,1.08,71.34
1386,10/26/19,63,1.14,71.53
1387,10/27/19,86,1.26,108.42
1388,10/28/19,68,1.2,81.93
1389,10/29/19,69,1.17,81
1390,10/30/19,109,1.26,137.06
1391,10/31/19,84,1.3,109.3
1392,11/1/19,132,1.25,164.65
1393,11/2/19,165,1.24,204.87
1394,11/3/19,237,1.26,299.4
1395,11/4/19,112,1.32,148.22
1396,11/5/19,115,1.4,161.12
1397,11/6/19,89,1.37,121.7
1398,11/7/19,116,1.33,153.77
1399,11/8/19,97,1.24,119.86
1400,11/9/19,106,1.4,148.24
1401,11/10/19,119,1.17,138.66
1402,11/11/19,134,1.16,154.86
1403,11/12/19,142,1.26,178.55
1404,11/13/19,132,1.22,161.66
1405,11/14/19,132,1.26,166.66
1406,11/15/19,127,1.32,167.3
1407,11/16/19,134,1.22,163.29
1408,10/20/19,84,0.53,44.91
1409,10/21/19,84,0.62,52.01
1410,10/22/19,78,0.54,42.31
1411,10/23/19,77,0.68,52.71
1412,10/24/19,62,0.7,43.51
1413,10/25/19,52,0.57,29.73
1414,10/26/19,54,0.56,30.1
1415,10/13/19,81,0.53,42.59
1416,10/14/19,80,0.57,45.83
1417,10/15/19,78,0.72,56.19
1418,10/16/19,89,0.5,44.51
1419,10/17/19,84,0.54,45.31
1420,10/18/19,66,0.7,46.1
1421,10/19/19,81,0.48,38.51
1422,10/13/19,155,1.56,242.42
1423,10/14/19,163,1.62,263.41
1424,10/15/19,114,1.53,174.83
1425,10/16/19,75,1.14,85.3
1426,10/17/19,52,1.28,66.77
1427,10/18/19,6,0.84,5.05
1428,10/19/19,27,1.1,29.66
1429,10/20/19,30,1.15,34.64
1430,10/21/19,34,0.99,33.7
1431,10/22/19,28,1.23,34.39
1432,10/23/19,52,1.08,56.13
1433,10/24/19,23,1.25,28.76
1434,10/25/19,66,1.08,71.34
1435,10/26/19,63,1.14,71.53
1436,10/27/19,86,1.26,108.42
1437,10/28/19,68,1.2,81.93
1438,10/29/19,69,1.17,81
1439,10/30/19,109,1.26,137.06
1440,10/31/19,84,1.3,109.3
1441,11/1/19,132,1.25,164.65
1442,11/2/19,165,1.24,204.87
1443,11/3/19,237,1.26,299.4
1444,11/4/19,112,1.32,148.22
1445,11/5/19,115,1.4,161.12
1446,11/6/19,89,1.37,121.7
1447,11/7/19,116,1.33,153.77
1448,11/8/19,97,1.24,119.86
1449,11/9/19,106,1.4,148.24
1450,11/10/19,119,1.17,138.66
1451,11/11/19,134,1.16,154.86
1452,11/12/19,142,1.26,178.55
1453,11/13/19,132,1.22,161.66
1454,11/14/19,132,1.26,166.66
1455,11/15/19,127,1.32,167.3
1456,11/16/19,134,1.22,163.29
1457,10/20/19,84,0.53,44.91
1458,10/21/19,84,0.62,52.01
1459,10/22/19,78,0.54,42.31
1460,10/23/19,77,0.68,52.71
1461,10/24/19,62,0.7,43.51
1462,10/25/19,52,0.57,29.73
1463,10/26/19,54,0.56,30.1
1464,10/13/19,81,0.53,42.59
1465,10/14/19,80,0.57,45.83
1466,10/15/19,78,0.72,56.19
1467,10/16/19,89,0.5,44.51
1468,10/17/19,84,0.54,45.31
1469,10/18/19,66,0.7,46.1
1470,10/19/19,81,0.48,38.51
1471,10/13/19,155,1.56,242.42
1472,10/14/19,163,1.62,263.41
1473,10/15/19,114,1.53,174.83
1474,10/16/19,75,1.14,85.3
1475,10/17/19,52,1.28,66.77
1476,10/18/19,6,0.84,5.05
1477,10/19/19,27,1.1,29.66
1478,10/20/19,30,1.15,34.64
1479,10/21/19,34,0.99,33.7
1480,10/22/19,28,1.23,34.39
1481,10/23/19,52,1.08,56.13
1482,10/24/19,23,1.25,28.76
1483,10/25/19,66,1.08,71.34
1484,10/26/19,63,1.14,71.53
1485,10/27/19,86,1.26,108.42
1486,10/28/19,68,1.2,81.93
1487,10/29/19,69,1.17,81
1488,10/30/19,109,1.26,137.06
1489,10/31/19,84,1.3,109.3
1490,11/1/19,132,1.25,164.65
1491,11/2/19,165,1.24,204.87
1492,11/3/19,237,1.26,299.4
1493,11/4/19,112,1.32,148.22
1494,11/5/19,115,1.4,161.12
1495,11/6/19,89,1.37,121.7
1496,11/7/19,116,1.33,153.77
1497,11/8/19,97,1.24,119.86
1498,11/9/19,106,1.4,148.24
1499,11/10/19,119,1.17,138.66
1500,11/11/19,134,1.16,154.86
1501,11/12/19,142,1.26,178.55
1502,11/13/19,132,1.22,161.66
1503,11/14/19,132,1.26,166.66
1504,11/15/19,127,1.32,167.3
1505,11/16/19,134,1.22,163.29
1506,10/20/19,84,0.53,44.91
1507,10/21/19,84,0.62,52.01
1508,10/22/19,78,0.54,42.31
1509,10/23/19,77,0.68,52.71
1510,10/24/19,62,0.7,43.51
1511,10/25/19,52,0.57,29.73
1512,10/26/19,54,0.56,30.1
1513,10/13/19,81,0.53,42.59
1514,10/14/19,80,0.57,45.83
1515,10/15/19,78,0.72,56.19
1516,10/16/19,89,0.5,44.51
1517,10/17/19,84,0.54,45.31
1518,10/18/19,66,0.7,46.1
1519,10/19/19,81,0.48,38.51
1520,10/13/19,155,1.56,242.42
1521,10/14/19,163,1.62,263.41
1522,10/15/19,114,1.53,174.83
1523,10/16/19,75,1.14,85.3
1524,10/17/19,52,1.28,66.77
1525,10/18/19,6,0.84,5.05
1526,10/19/19,27,1.1,29.66
